,0,1,2,3,4,5,6
tt1421051,['Sofia Coppola'],nm0001068,['Sofia Coppola'],['nm0001068'],"['Stephen Dorff', 'Elle Fanning', 'Chris Pontius']","['nm0001151', 'nm1102577', 'nm0690686']",67
tt1242460,['Lynne Ramsay'],nm0708903,"['Lynne Ramsay (screenplay)', 'Rory Stewart Kinnear (screenplay)']","['nm0708903', 'nm4094284', 'edits#writers']","['Tilda Swinton', 'John C. Reilly', 'Ezra Miller']","['nm0842770', 'nm0000604', 'nm3009232']",68
tt2739338,['John Stephenson'],nm0827268,"['Max Lucado (based on the novel by)', 'Candace Lee (screenplay)']","['nm1280210', 'nm3820225', 'edits#writers']","['Hans Matheson', 'Samantha Barks', 'Lesley Manville']","['nm0558548', 'nm2885819', 'nm0544334']",33
tt1121977,['Rodrigo García'],nm0006554,['Rodrigo García'],['nm0006554'],"['Naomi Watts', 'Annette Bening', 'Kerry Washington']","['nm0915208', 'nm0000906', 'nm0913488']",64
tt1658801,['Peter Sollett'],nm0813164,['Ron Nyswaner (screenplay by)'],['nm0638913'],"['Julianne Moore', 'Ellen Page', 'Steve Carell']","['nm0000194', 'nm0680983', 'nm0136797']",50
tt2402105,['Richard Shepard'],nm0791672,['Richard Shepard'],['nm0791672'],"['Jude Law', 'Richard E. Grant', 'Demián Bichir']","['nm0000179', 'nm0001290', 'nm0065007']",55
tt1361313,"['Shari Springer Berman', 'Robert Pulcini']",nm0075849,"['Robert Pulcini (screenplay)', 'Jonathan Ames (screenplay)']","['nm0700301', 'nm0024718', 'edits#writers']","['Kevin Kline', 'Paul Dano', 'Katie Holmes']","['nm0000177', 'nm0200452', 'nm0005017']",56
tt1403177,['Spencer Susser'],nm1127632,"['Spencer Susser', 'David Michôd']","['nm1127632', 'nm2391575', 'edits#writers']","['Joseph Gordon-Levitt', 'Devin Brochu', 'Natalie Portman']","['nm0330687', 'nm2044770', 'nm0000204']",45
tt2328813,['Aleksey German'],nm0314516,"['Arkadiy Strugatskiy (novel)', 'Boris Strugatskiy (novel)']","['nm0835297', 'nm0835298', 'edits#writers']","['Leonid Yarmolnik', 'Aleksandr Chutko', 'Yuriy Tsurilo']","['nm0946473', 'nm0161540', 'nm0875434']",90
tt1582507,['Mark Tonderai'],nm0867127,"['David Loucka (screenplay)', 'Jonathan Mostow (story)']","['nm0521649', 'nm0609236']","['Jennifer Lawrence', 'Elisabeth Shue', 'Max Thieriot']","['nm2225369', 'nm0000223', 'nm1302735']",31
tt1255953,['Denis Villeneuve'],nm0898288,"['Denis Villeneuve (scenario)', 'Wajdi Mouawad (play)']","['nm0898288', 'nm1416431', 'edits#writers']","['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette']","['nm0044073', 'nm0246386', 'nm0309945']",80
tt1003034,['Ian Fitzgibbon'],nm0280416,"[""Mark O'Rowe""]",['nm1248824'],"['Gabriel Byrne', 'Cillian Murphy', 'Michael McElhatton']","['nm0000321', 'nm0614165', 'nm0568385']",47
tt3322940,['John R. Leonetti'],nm0502954,['Gary Dauberman'],['nm2477891'],"['Ward Horton', 'Annabelle Wallis', 'Alfre Woodard']","['nm1782235', 'nm1834115', 'nm0005569']",37
tt1230168,['Michael Carney'],nm5282204,"['Michael Carney (screenplay)', 'Alexander Foard (screenplay)']","['nm5282204', 'nm4411934', 'edits#writers']","['Greg Kinnear', 'Renée Zellweger', 'Djimon Hounsou']","['nm0001427', 'nm0000250', 'nm0005023']",47
tt1723811,['Steve McQueen'],nm2588606,"['Steve McQueen', 'Abi Morgan']","['nm2588606', 'nm0604448', 'edits#writers']","['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale']","['nm1055413', 'nm1659547', 'nm0197647']",72
tt1869716,['Zal Batmanglij'],nm2610231,"['Zal Batmanglij', 'Brit Marling']","['nm2610231', 'nm1779870']","['Brit Marling', 'Alexander Skarsgård', 'Ellen Page']","['nm1779870', 'nm0002907', 'nm0680983']",68
tt7137846,['James McTeigue'],nm0574625,"['Ryan Engle (screenplay by)', 'Jaime Primak Sullivan (story by)']","['nm0257513', 'nm4003337']","['Gabrielle Union', 'Billy Burke', 'Richard Cabral']","['nm0005517', 'nm0121605', 'nm3450051']",42
tt9024106,"['Chuck Konzelman', 'Cary Solomon']",nm0465484,"['Abby Johnson (based on the book ""Unplanned"" by)', 'Chuck Konzelman (screenplay by)']","['nm7432792', 'nm0465484', 'edits#writers']","['Ashley Bratcher', 'Brooks Ryan', 'Robia Scott']","['nm5123098', 'nm5618577', 'nm0478750']",10
tt4504044,['Nicholas McCarthy'],nm1130275,['Jeff Buhler'],['nm1161528'],"['Taylor Schilling', 'Jackson Robert Scott', 'Peter Mooney']","['nm2279940', 'nm7669135', 'nm1312105']",45
tt5734576,['Diederik Van Rooijen'],nm1082611,['Brian Sieve'],['nm0797321'],"['Shay Mitchell', 'Grey Damon', 'Kirby Johnson']","['nm3762213', 'nm3012064', 'nm6194955']",37
tt1840417,"['Brian Klugman', 'Lee Sternthal']",nm0460206,"['Brian Klugman', 'Lee Sternthal']","['nm0460206', 'nm1600872']","['Bradley Cooper', 'Dennis Quaid', 'Olivia Wilde']","['nm0177896', 'nm0000598', 'nm1312575']",37
tt3722070,['Nicholas Hytner'],nm0405336,"['Alan Bennett (screenplay)', 'Alan Bennett (memoir)']","['nm0003141', 'nm0003141']","['Maggie Smith', 'Alex Jennings', 'Jim Broadbent']","['nm0001749', 'nm0421105', 'nm0000980']",70
tt1174730,['Raymond De Felitta'],nm0208343,['Raymond De Felitta'],['nm0208343'],"['Andy Garcia', 'Julianna Margulies', 'Steven Strait']","['nm0000412', 'nm0000523', 'nm1711829']",66
tt1702425,['Matt Piedmont'],nm0682126,"['Andrew Steele', 'Eva Maria Peters (dubbing dialogue)']","['nm0824482', 'nm4094947']","['Will Ferrell', 'Gael García Bernal', 'Diego Luna']","['nm0002071', 'nm0305558', 'nm0526019']",52
tt1540133,['John Michael McDonagh'],nm0567620,['John Michael McDonagh'],['nm0567620'],"['Brendan Gleeson', 'Don Cheadle', 'Mark Strong']","['nm0322407', 'nm0000332', 'nm0835016']",78
tt2870708,['Zach Braff'],nm0103785,"['Adam J. Braff', 'Zach Braff']","['nm0103783', 'nm0103785']","['Zach Braff', 'Joey King', 'Pierce Gagnon']","['nm0103785', 'nm1428821', 'nm3163952']",43
tt1541995,['Wayne Wang'],nm0911061,"['Angela Workman (screenplay)', 'Ronald Bass (screenplay) (as Ron Bass)']","['nm0941453', 'nm0060103', 'edits#writers']","['Bingbing Li', 'Ji-Hyun Jun', 'Vivian Wu']","['nm0508356', 'nm0432428', 'nm0943180']",42
tt6998518,['Panos Cosmatos'],nm0181903,"['Panos Cosmatos', 'Aaron Stewart-Ahn']","['nm0181903', 'nm2507810', 'edits#writers']","['Nicolas Cage', 'Andrea Riseborough', 'Linus Roache']","['nm0000115', 'nm2057859', 'nm0730070']",81
tt1226232,['Shana Feste'],nm0275277,['Shana Feste'],['nm0275277'],"['Carey Mulligan', 'Aaron Taylor-Johnson', 'Pierce Brosnan']","['nm1659547', 'nm1093951', 'nm0000112']",45
tt1667310,['Stefan Ruzowitzky'],nm0752328,['Zach Dean'],['nm3916149'],"['Eric Bana', 'Olivia Wilde', 'Charlie Hunnam']","['nm0051509', 'nm1312575', 'nm0402271']",52
tt2182972,['Kate Barker-Froyland'],nm2293399,['Kate Barker-Froyland'],['nm2293399'],"['Anne Hathaway', 'Johnny Flynn', 'Mary Steenburgen']","['nm0004266', 'nm1926865', 'nm0005460']",48
tt1281374,['Jake Goldberger'],nm1667854,['Jake Goldberger'],['nm1667854'],"['Thomas Haden Church', 'Elisabeth Shue', 'Melissa Leo']","['nm0002006', 'nm0000223', 'nm0502425']",50
tt1772408,['Christopher M. Bessette (as Christopher Bessette)'],nm1140844,['Christopher M. Bessette (as Christopher Bessette)'],['nm1140844'],"['Dermot Mulroney', 'Mira Sorvino', 'John Billingsley']","['nm0000551', 'nm0000227', 'nm0082517']",29
tt0862467,['Nicolas Winding Refn'],nm0716347,"['Nicolas Winding Refn', 'Roy Jacobsen']","['nm0716347', 'nm1952176', 'edits#writers']","['Mads Mikkelsen', 'Maarten Stevenson', 'Alexander Morton']","['nm0586568', 'nm3063003', 'nm0607916']",61
tt1303803,['Stewart Raffill'],nm0706296,['Stewart Raffill'],['nm0706296'],"['Devon Jordan', 'Ashley Cutrona', 'Erika Corvette']","['nm3610766', 'nm3159791', 'nm3143762']",22
tt2229499,['Joseph Gordon-Levitt'],nm0330687,['Joseph Gordon-Levitt'],['nm0330687'],"['Joseph Gordon-Levitt', 'Scarlett Johansson', 'Julianne Moore']","['nm0330687', 'nm0424060', 'nm0000194']",66
tt1999890,['Gregory Plotkin'],nm0687427,"['Seth M. Sherwood (screenplay by)', 'Blair Butler (screenplay by)']","['nm3466037', 'nm1397455', 'edits#writers']","['Cynthea Mercado', 'Stephen Conroy', 'Amy Forsyth']","['nm6407242', 'nm4806678', 'nm5046593']",26
tt1508675,['Aki Kaurismäki'],nm0442454,['Aki Kaurismäki'],['nm0442454'],"['André Wilms', 'Blondin Miguel', 'Jean-Pierre Darroussin']","['nm0932870', 'nm3805567', 'nm0201669']",82
tt1251743,['George Ratliff'],nm0711807,"['Douglas Stone (screenplay) (as Doug Max Stone)', 'George Ratliff (screenplay)']","['nm0831841', 'nm0711807', 'edits#writers']","['Greg Kinnear', 'Pierce Brosnan', 'Marisa Tomei']","['nm0001427', 'nm0000112', 'nm0000673']",35
tt2914838,['Hitoshi Matsumoto'],nm1035719,"['Hitoshi Matsumoto (screenplay)', 'Mitsuyoshi Takasu (screenplay)']","['nm1035719', 'nm2600491', 'edits#writers']","['Nao Ohmori', 'Mao Daichi', 'Shinobu Terajima']","['nm1071413', 'nm2371560', 'nm0855429']",57
tt1614989,['Morten Tyldum'],nm0878763,"['Ulf Ryberg (screenplay)', 'Lars Gudmestad (screenplay)']","['nm0752968', 'nm0345674', 'edits#writers']","['Aksel Hennie', 'Synnøve Macody Lund', 'Nikolaj Coster-Waldau']","['nm0377336', 'nm4033934', 'nm0182666']",72
tt5052448,['Jordan Peele'],nm1443502,['Jordan Peele'],['nm1443502'],"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford']","['nm2257207', 'nm4129745', 'nm0925966']",85
tt4972582,['M. Night Shyamalan'],nm0796117,['M. Night Shyamalan'],['nm0796117'],"['James McAvoy', 'Anya Taylor-Joy', 'Haley Lu Richardson']","['nm0564215', 'nm5896355', 'nm4726634']",62
tt1778304,"['Henry Joost', 'Ariel Schulman']",nm1160962,"['Christopher Landon', 'Oren Peli (film ""Paranormal Activity"")']","['nm0484907', 'nm2305431']","['Chloe Csengery', 'Jessica Tyler Brown', 'Christopher Nicholas Smith']","['nm3785503', 'nm1053580', 'nm2166469']",59
tt2226417,['James Wan'],nm1490123,"['Leigh Whannell (based on characters created by)', 'James Wan (story)']","['nm1191481', 'nm1490123', 'edits#writers']","['Patrick Wilson', 'Rose Byrne', 'Barbara Hershey']","['nm0933940', 'nm0126284', 'nm0001347']",40
tt1179933,['Dan Trachtenberg'],nm0870469,"['Josh Campbell (screenplay by)', 'Matthew Stuecken (screenplay by)']","['nm1061091', 'nm1173295', 'edits#writers']","['John Goodman', 'Mary Elizabeth Winstead', 'John Gallagher Jr.']","['nm0000422', 'nm0935541', 'nm0302330']",76
tt4786282,['David F. Sandberg'],nm2497546,"['Eric Heisserer (screenplay)', 'David F. Sandberg (based on the short film by)']","['nm2104063', 'nm2497546']","['Teresa Palmer', 'Gabriel Bateman', 'Maria Bello']","['nm1954240', 'nm5145655', 'nm0004742']",58
tt3567288,['M. Night Shyamalan'],nm0796117,['M. Night Shyamalan'],['nm0796117'],"['Olivia DeJonge', 'Ed Oxenbould', 'Deanna Dunagan']","['nm4609822', 'nm4590837', 'nm0241759']",55
tt5308322,['Christopher Landon'],nm0484907,['Scott Lobdell'],['nm1245146'],"['Jessica Rothe', 'Israel Broussard', 'Ruby Modine']","['nm1557329', 'nm3441152', 'nm4384329']",58
tt2109184,"['Henry Joost', 'Ariel Schulman']",nm1160962,"['Christopher Landon (screenplay)', 'Chad Feehan (story)']","['nm0484907', 'nm1739039', 'edits#writers']","['Stephen Dunham', 'Katie Featherston', 'Matt Shively']","['nm0242295', 'nm2209370', 'nm2397866']",40
tt1204977,['Stiles White'],nm0925482,"['Juliet Snowden', 'Stiles White']","['nm1340000', 'nm0925482']","['Olivia Cooke', 'Ana Coto', 'Daren Kagasoff']","['nm4972453', 'nm4519628', 'nm2973326']",38
tt2378281,['Eugenio Derbez'],nm0220240,"['Guillermo Ríos', 'Leticia López Margalli']","['nm0753820', 'nm3898016', 'edits#writers']","['Eugenio Derbez', 'Karla Souza', 'Jessica Lindsey']","['nm0220240', 'nm0646568', 'nm2264706']",55
tt4178092,['Joel Edgerton'],nm0249291,['Joel Edgerton'],['nm0249291'],"['Jason Bateman', 'Rebecca Hall', 'Joel Edgerton']","['nm0000867', 'nm0356017', 'nm0249291']",77
tt5462602,['Michael Showalter'],nm0795290,"['Emily V. Gordon', 'Kumail Nanjiani']","['nm5077137', 'nm3529685']","['Kumail Nanjiani', 'Zoe Kazan', 'Holly Hunter']","['nm3529685', 'nm1443740', 'nm0000456']",86
tt7958736,['Tate Taylor'],nm0853238,['Scotty Landes'],['nm3398282'],"['Octavia Spencer', 'Diana Silvers', 'Juliette Lewis']","['nm0818055', 'nm9537602', 'nm0000496']",53
tt2473682,['Christopher Landon'],nm0484907,"['Christopher Landon', 'Oren Peli (based on the film ""Paranormal Activity"" by)']","['nm0484907', 'nm2305431']","['Andrew Jacobs', 'Jorge Diaz', 'Gabrielle Walsh']","['nm5594209', 'nm0246612', 'nm4493176']",42
tt2388715,['Mike Flanagan'],nm1093039,"['Mike Flanagan (screenplay by)', 'Jeff Howard (screenplay by)']","['nm1093039', 'nm3670452', 'edits#writers']","['Karen Gillan', 'Brenton Thwaites', 'Katee Sackhoff']","['nm2394794', 'nm4154798', 'nm0755267']",61
tt0790636,['Jean-Marc Vallée'],nm0885249,"['Craig Borten', 'Melisa Wallack']","['nm1258965', 'nm2214893']","['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto']","['nm0000190', 'nm0004950', 'nm0001467']",80
tt2918436,['David Gelb'],nm0312173,"['Luke Dawson', 'Jeremy Slater']","['nm1430636', 'nm2916300']","['Olivia Wilde', 'Mark Duplass', 'Evan Peters']","['nm1312575', 'nm0243233', 'nm1404239']",31
tt1637706,['Jesse Peretz'],nm0673400,"['Jesse Peretz (story)', 'Evgenia Peretz (story)']","['nm0673400', 'nm3077617', 'edits#writers']","['Paul Rudd', 'Elizabeth Banks', 'Zooey Deschanel']","['nm0748620', 'nm0006969', 'nm0221046']",60
tt1285009,['Johannes Roberts'],nm1266897,"['Bryan Bertino', 'Ben Ketai']","['nm1052162', 'nm2406892']","['Christina Hendricks', 'Martin Henderson', 'Bailee Madison']","['nm0376716', 'nm0376540', 'nm1933128']",48
tt1727388,"['Nat Faxon', 'Jim Rash']",nm0269542,"['Nat Faxon', 'Jim Rash']","['nm0269542', 'nm0711110']","['Steve Carell', 'Toni Collette', 'Allison Janney']","['nm0136797', 'nm0001057', 'nm0005049']",68
tt2870612,['John Erick Dowdle'],nm0235719,"['John Erick Dowdle (screenplay)', 'Drew Dowdle (screenplay)']","['nm0235719', 'nm1803105']","['Perdita Weeks', 'Ben Feldman', 'Edwin Hodge']","['nm0917347', 'nm1133651', 'nm0388064']",38
tt4824308,['Harold Cronk'],nm1880561,"['Chuck Konzelman', 'Cary Solomon']","['nm0465484', 'nm0813301']","['Melissa Joan Hart', 'Jesse Metcalfe', 'David A.R. White']","['nm0004997', 'nm0582462', 'nm0924684']",22
tt3499096,['Stephen Hopkins'],nm0394280,"['Joe Shrapnel', 'Anna Waterhouse']","['nm1100123', 'nm3143608']","['Stephan James', 'Jason Sudeikis', 'Eli Goree']","['nm4150847', 'nm0837177', 'nm2345856']",56
tt3316960,"['Richard Glatzer', 'Wash Westmoreland']",nm0322144,"['Richard Glatzer (written for the screen by)', 'Wash Westmoreland (written for the screen by)']","['nm0322144', 'nm0922903', 'edits#writers']","['Julianne Moore', 'Alec Baldwin', 'Kristen Stewart']","['nm0000194', 'nm0000285', 'nm0829576']",72
tt1772240,['Gonzalo López-Gallego'],nm1018426,['Brian Miller'],['nm2921766'],"['Warren Christie', 'Lloyd Owen', 'Ryan Robbins']","['nm1406239', 'nm0654197', 'nm0730455']",24
tt7388562,['Andrew Hyatt'],nm1358366,"['Terence Berden', 'Andrew Hyatt']","['nm3885256', 'nm1358366']","['Jim Caviezel', 'James Faulkner', 'Olivier Martinez']","['nm0001029', 'nm0269077', 'nm0553648']",52
tt2205401,['Bille Woodruff'],nm0937306,"['Christina Welsh (screenplay by)', 'Ernie Barbarash (screenplay by)']","['nm0920530', 'nm0053228', 'edits#writers']","['Sharon Leal', 'Boris Kodjoe', 'John Newberg']","['nm0495095', 'nm0462673', 'nm2010301']",32
tt2101441,['Harmony Korine'],nm0005101,['Harmony Korine'],['nm0005101'],"['Vanessa Hudgens', 'Selena Gomez', 'Ashley Benson']","['nm1227814', 'nm1411125', 'nm1667364']",63
tt4695012,['Trey Edward Shults'],nm4099092,['Trey Edward Shults'],['nm4099092'],"['Joel Edgerton', 'Christopher Abbott', 'Carmen Ejogo']","['nm0249291', 'nm3571592', 'nm0252238']",78
tt5646136,"[""Dinesh D'Souza"", 'Bruce Schooley']",nm1625338,"[""Dinesh D'Souza"", 'Bruce Schooley']","['nm1625338', 'nm6583447']","[""Dinesh D'Souza"", 'Jonah Goldberg', 'David Guyette']","['nm1625338', 'nm1943437', 'nm2985167']",2
tt1691916,['Ry Russo-Young'],nm1735543,"['Maria Maggenti (screenplay by)', 'Lauren Oliver (based on the novel by)']","['nm0535940', 'nm3986344']","['Zoey Deutch', 'Halston Sage', 'Cynthy Wu']","['nm3614913', 'nm4296013', 'nm5318271']",58
tt4667094,['Michael Tiddes'],nm1639277,"['Marlon Wayans', 'Rick Alvarez']","['nm0005541', 'nm0023315']","['Marlon Wayans', 'Kali Hawk', 'Fred Willard']","['nm0005541', 'nm1589825', 'nm0929609']",28
tt3014666,"['Andrew Erwin (as The Erwin Brothers)', 'Jon Erwin (as The Erwin Brothers)']",nm3401779,"['Jon Erwin (as Jonathan Erwin)', 'Andrea Gyertson Nasfell (as Andrea Nasfell)']","['nm2296528', 'nm0621665']","['Sarah Drew', 'Sean Astin', 'Patricia Heaton']","['nm0237711', 'nm0000276', 'nm0005004']",25
tt1082807,['Greg McLean'],nm0572562,['James Gunn'],['nm0348181'],"['John Gallagher Jr.', 'Tony Goldwyn', 'Adria Arjona']","['nm0302330', 'nm0001282', 'nm5245722']",44
tt4871980,['Bille Woodruff'],nm0937306,"['Brandon Broussard', 'Gary Hardwick']","['nm1393214', 'nm0362544', 'edits#writers']","['Terrence Jenkins', 'Cassie Ventura', 'Paula Patton']","['nm2413125', 'nm0144260', 'nm1745736']",41
tt8632862,['Michael Moore'],nm0601619,['Michael Moore'],['nm0601619'],"['Jim Acosta', 'Roger Ailes', 'Brooke Baldwin']","['nm5029882', 'nm0014614', 'nm1852657']",69
tt4337690,['Michael Polish'],nm0689187,"['Michael Polish (screenplay by)', 'Don Piper (based on the book by)']","['nm0689187', 'nm2926858', 'edits#writers']","['Kate Bosworth', 'Hayden Christensen', 'Hudson Meek']","['nm0098378', 'nm0159789', 'nm7087538']",28
tt3216348,['Brad Peyton'],nm0679031,['Ronnie Christensen'],['nm0159892'],"['Aaron Eckhart', 'Carice van Houten', 'Catalina Sandino Moreno']","['nm0001173', 'nm0396924', 'nm1503432']",30
tt1588337,['Xavier Beauvois'],nm0064741,"['Xavier Beauvois (adaptation)', 'Etienne Comar (scenario)']","['nm0064741', 'nm0173541']","['Lambert Wilson', 'Michael Lonsdale', 'Olivier Rabourdin']","['nm0933727', 'nm0003909', 'nm0705005']",86
tt1412528,['Jeffrey Blitz'],nm0998825,"['Mark Duplass (story by)', 'Jay Duplass (story by)']","['nm0243233', 'nm0243231', 'edits#writers']","['Anna Kendrick', 'Lisa Kudrow', 'Craig Robinson']","['nm0447695', 'nm0001435', 'nm0732497']",40
tt4062536,['Jeremy Saulnier'],nm1099918,['Jeremy Saulnier'],['nm1099918'],"['Anton Yelchin', 'Imogen Poots', 'Alia Shawkat']","['nm0947338', 'nm1782299', 'nm0790057']",79
tt5649108,['Cory Finley'],nm8083973,['Cory Finley'],['nm8083973'],"['Olivia Cooke', 'Anya Taylor-Joy', 'Anton Yelchin']","['nm4972453', 'nm5896355', 'nm0947338']",75
tt3702652,['Johannes Roberts'],nm1266897,"['Johannes Roberts', 'Ernest Riera']","['nm1266897', 'nm2033094']","['Sarah Wayne Callies', 'Jeremy Sisto', 'Sofia Rosinsky']","['nm0915637', 'nm0005438', 'nm5025909']",41
tt1531663,['Dan Rush'],nm3656297,"['Dan Rush', 'Raymond Carver (short story ""Why Don\'t You Dance"")']","['nm3656297', 'nm0142577']","['Will Ferrell', 'Rebecca Hall', 'Christopher Jordan Wallace']","['nm0002071', 'nm0356017', 'nm3246926']",65
tt1216491,['Michael Cuesta'],nm0191147,"['Peter Landesman', 'Gary Webb (book)']","['nm1481618', 'nm1794136', 'edits#writers']","['Jeremy Renner', 'Robert Patrick', 'Jena Sims']","['nm0719637', 'nm0001598', 'nm2916225']",60
tt0935075,['John Cameron Mitchell'],nm0593463,"['David Lindsay-Abaire (screenplay)', 'David Lindsay-Abaire (based on his play']","['nm1865755', 'nm1865755']","['Nicole Kidman', 'Aaron Eckhart', 'Dianne Wiest']","['nm0000173', 'nm0001173', 'nm0001848']",76
tt3614530,['Jon M. Chu'],nm0160840,['Ryan Landels (screenplay by)'],['nm1293285'],"['Aubrey Peeples', 'Stefanie Scott', 'Aurora Perrineau']","['nm2874427', 'nm2640887', 'nm4563780']",42
tt5247022,['Jim Jarmusch'],nm0000464,"['Jim Jarmusch', 'William Carlos Williams (poem)']","['nm0000464', 'nm0931937', 'edits#writers']","['Adam Driver', 'Golshifteh Farahani', 'Nellie']","['nm3485845', 'nm0267042', 'nm8165340']",90
tt2800038,['James Manera (as J. James Manera)'],nm2690726,"['James Manera (screenplay)', 'Harmon Kaslow (screenplay)']","['nm2690726', 'nm0440673', 'edits#writers']","['Kristoffer Polaha', 'Laura Regan', 'Rob Morrow']","['nm1119340', 'nm0716438', 'nm0001555']",9
tt2388637,['David Lowery'],nm1108007,['David Lowery'],['nm1108007'],"['Rooney Mara', 'Casey Affleck', 'Ben Foster']","['nm1913734', 'nm0000729', 'nm0004936']",74
tt2402085,['John Ridley'],nm0725983,['John Ridley'],['nm0725983'],"['André Benjamin', 'Hayley Atwell', 'Imogen Poots']","['nm0071275', 'nm2017943', 'nm1782299']",66
tt3813310,['Jon Watts'],nm1218281,"['Jon Watts', 'Christopher Ford']","['nm1218281', 'nm1755986']","['Kevin Bacon', 'James Freedson-Jackson', 'Hays Wellford']","['nm0000102', 'nm6627667', 'nm4881741']",66
tt1150947,['Nicholas Fackler (as Nik Fackler)'],nm2064142,"['Nicholas Fackler (as Nik Fackler)', 'Tim Kasher (additional writing by)']","['nm2064142', 'nm2053672']","['Martin Landau', 'Ellen Burstyn', 'Elizabeth Banks']","['nm0001445', 'nm0000995', 'nm0006969']",57
tt1798243,['William H. Macy'],nm0000513,"['Casey Twenter', 'Jeff Robison']","['nm3722800', 'nm5369674', 'edits#writers']","['Billy Crudup', 'Anton Yelchin', 'Felicity Huffman']","['nm0001082', 'nm0947338', 'nm0005031']",52
tt1519461,['Oren Peli'],nm2305431,"['Christopher Denham', 'Oren Peli']","['nm1706832', 'nm2305431']","['Reid Warner', 'Darrin Bragg', 'Ben Rovner']","['nm3171620', 'nm3817161', 'nm3697378']",30
tt3612616,['Xavier Dolan'],nm0230859,['Xavier Dolan (screenplay)'],['nm0230859'],"['Anne Dorval', 'Antoine Olivier Pilon', 'Suzanne Clément']","['nm0234237', 'nm4608165', 'nm0167501']",74
tt1602613,['Nicolas Winding Refn'],nm0716347,['Nicolas Winding Refn'],['nm0716347'],"['Ryan Gosling', 'Kristin Scott Thomas', 'Vithaya Pansringarm']","['nm0331516', 'nm0000218', 'nm3307918']",37
tt1675192,['Jeff Nichols'],nm2158772,['Jeff Nichols'],['nm2158772'],"['Michael Shannon', 'Jessica Chastain', 'Shea Whigham']","['nm0788335', 'nm1567113', 'nm0924154']",85
tt1646974,['Michel Leclerc'],nm1098171,"['Baya Kasmi', 'Michel Leclerc']","['nm1928581', 'nm1098171']","['Sara Forestier', 'Jacques Gamblin', 'Zinedine Soualem']","['nm1271759', 'nm0303826', 'nm0815668']",62
tt3464902,['Yorgos Lanthimos'],nm0487166,"['Yorgos Lanthimos', 'Efthymis Filippou (as Efthimis Filippou)']","['nm0487166', 'nm3328207']","['Colin Farrell', 'Rachel Weisz', 'Jessica Barden']","['nm0268199', 'nm0001838', 'nm1875238']",82
tt0461336,['Beto Gómez'],nm0351021,"['Francisco Payó González', 'Beto Gómez']","['nm1520017', 'nm0351021']","['Miguel Rodarte', 'Jesús Ochoa', 'Joaquín Cosio']","['nm1161078', 'nm0643740', 'nm1370408']",56
tt1653911,['René Féret'],nm0299677,['René Féret (scenario)'],['nm0299677'],"['Marie Féret', 'Marc Barbé', 'Delphine Chuillot']","['nm1430115', 'nm0053903', 'nm0161046']",71
tt0808526,['Todd Solondz'],nm0001754,['Todd Solondz'],['nm0001754'],"['Shirley Henderson', 'Allison Janney', 'Ally Sheedy']","['nm0376602', 'nm0005049', 'nm0000639']",69
tt1629705,['Mateo Gil'],nm0317834,['Miguel Barros (scriptwriter)'],['nm0057774'],"['Sam Shepard', 'Eduardo Noriega', 'Stephen Rea']","['nm0001731', 'nm0635330', 'nm0001653']",61
tt0838247,['Agnieszka Wojtowicz-Vosloo'],nm1033683,"['Agnieszka Wojtowicz-Vosloo', 'Paul Vosloo']","['nm1033683', 'nm1037586', 'edits#writers']","['Christina Ricci', 'Liam Neeson', 'Justin Long']","['nm0000207', 'nm0000553', 'nm0519043']",36
tt4686108,['RZA'],nm0753526,"['Nicole Jefferson Asher (as Nicole Asher)', 'Nicole Jefferson Asher (as Nicole Jefferson)']","['nm1777773', 'nm1777773']","['John David Washington', 'Common', 'Hana Mae Lee']","['nm0913475', 'nm0996669', 'nm2443438']",54
tt2295722,['Ernie Barbarash'],nm0053228,['Y.T. Parazi'],['nm5178206'],"['Michael Jai White', 'Neal McDonough', 'Jimmy Navarro']","['nm0925220', 'nm0568180', 'nm0622913']",49
tt1134854,['George A. Romero'],nm0001681,['George A. Romero'],['nm0001681'],"['Alan Van Sprang', 'Kenneth Welsh', 'Kathleen Munroe']","['nm0888022', 'nm0920564', 'nm1182008']",43
tt3181822,['Rob Cohen'],nm0003418,['Barbara Curry'],['nm3204152'],"['Jennifer Lopez', 'Ryan Guzman', 'Kristin Chenoweth']","['nm0000182', 'nm4554428', 'nm0155693']",30
tt1065073,['Richard Linklater'],nm0000500,['Richard Linklater'],['nm0000500'],"['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke']","['nm1294664', 'nm0000099', 'nm0000160']",100
tt0842926,['Lisa Cholodenko'],nm0158966,"['Lisa Cholodenko', 'Stuart Blumberg']","['nm0158966', 'nm0089742']","['Annette Bening', 'Julianne Moore', 'Mark Ruffalo']","['nm0000906', 'nm0000194', 'nm0749263']",86
tt2828996,['Michael Tiddes'],nm1639277,"['Marlon Wayans', 'Rick Alvarez']","['nm0005541', 'nm0023315', 'edits#writers']","['Marlon Wayans', 'Jaime Pressly', 'Cedric the Entertainer']","['nm0005541', 'nm0005326', 'nm0147825']",17
