,count,imdb_keys,movie_titles,average_domroi,average_worldroi
bare chested male,35,"['tt0948470', 'tt4779682', 'tt2094766', 'tt1821694', 'tt1253864', 'tt1464540', 'tt1564349', 'tt1292566', 'tt4438848', 'tt1193631', 'tt3881784', 'tt3564472', 'tt1710396', 'tt0498381', 'tt3210686', 'tt2023453', 'tt1116184', 'tt1629757', 'tt3719896', 'tt3707106', 'tt7334528', 'tt0403702', 'tt2910904', 'tt1655420', 'tt5074352', 'tt1666801', 'tt1800246', 'tt4030600', 'tt2402105', 'tt1226232', 'tt1695994', 'tt1763303', 'tt1334553', 'tt1032817', 'tt4238858']","['The Amazing Spider-Man', 'The Meg', 'Assassinâ\x80\x99s Creed', 'RED 2', 'Immortals', 'I am Number Four', 'Dolphin Tale', 'How to be Single', 'Neighbors 2: Sorority Rising', 'Step Up 3D', 'Stronger', 'Girls Trip', 'Joyful Noise', 'Rings', 'Son of God', 'Diary of a Wimpy Kid: Dog Days', 'Jackass 3D', 'Chasing Mavericks', 'My All-American', 'By the Sea', 'Uncle Drew', 'Youth in Revolt', 'The Dressmaker', 'My Week with Marilyn', 'Dangal', 'The DUFF', 'That Awkward Moment', 'The Bye Bye Man', 'Dom Hemingway', 'The Greatest', 'The Virginity Hit', 'The First Time', 'The Perfect Host', 'Middle of Nowhere', 'The Fits']",0.38009173695422255,2.270587729819551
murder,34,"['tt4123430', 'tt0983193', 'tt1568346', 'tt3460252', 'tt1014763', 'tt2446042', 'tt1038919', 'tt3522806', 'tt0087800', 'tt1413492', 'tt1464174', 'tt1458175', 'tt1486192', 'tt1747958', 'tt6000478', 'tt1175709', 'tt1535612', 'tt1194417', 'tt1428556', 'tt4160708', 'tt4094724', 'tt1389139', 'tt2752772', 'tt1210039', 'tt2328813', 'tt3322940', 'tt2101441', 'tt4062536', 'tt6110648', 'tt1148200', 'tt1289419', 'tt3230082', 'tt4761916', 'tt1612774']","['Fantastic Beasts: The Crimes of Grindelwald', 'The Adventures of Tintin', 'The Girl with the Dragon Tattoo', 'The Hateful Eight', 'Child 44', 'Taken 3', 'The Bounty Hunter', 'Mechanic: Resurrection', 'A Nightmare on Elm Street', '12 Strong', 'Big Mommas: Like Father, Like Son', 'The Next Three Days', 'The Raven', 'Blood Ties', 'Roman J. Israel, Esq.', 'All Good Things', 'The Son of No One', 'Casino Jack', 'San qiang pai an jing qi', 'Donâ\x80\x99t Breathe', 'The Purge: Election Year', 'When the Bough Breaks', 'Sinister 2', 'Blood Done Sign My Name', 'Trudno byt bogom', 'Annabelle', 'Spring Breakers', 'Green Room', 'The Purge', 'Chain Letter', 'N-Secure', 'La chambre bleue', 'Unfriended: Dark Web', 'Rubber']",1.504223510812086,4.0200130947999355
bare breasts,33,"['tt1856101', 'tt0082198', 'tt2873282', 'tt0480687', 'tt1488555', 'tt3799694', 'tt2334871', 'tt2322441', 'tt1649419', 'tt1560747', 'tt1231587', 'tt1904996', 'tt3381008', 'tt2406566', 'tt1259528', 'tt1423894', 'tt2231253', 'tt0884732', 'tt1572315', 'tt1781827', 'tt1251757', 'tt0110684', 'tt6495770', 'tt7690670', 'tt1620935', 'tt1727776', 'tt2358891', 'tt1333125', 'tt0086465', 'tt1121977', 'tt1646974', 'tt2828996', 'tt3072482']","['Blade Runner 2049', 'Conan the Barbarian', 'Red Sparrow', 'Hall Pass', 'The Change-Up', 'The Nice Guys', 'Snatched', 'Fifty Shades of Grey', 'The Impossible', 'The Master', 'Hot Tub Time Machine', 'Parker', 'The Brothers Grimsby', 'Atomic Blonde', 'Den of Thieves', ""Barney's Version"", 'Wild Card', 'The Wedding Ringer', 'Texas Chainsaw 3D', 'Hands of Stone', 'Middle Men', 'Nobodyâ\x80\x99s Fool', 'Action Point', 'Superfly', 'Bleed for This', 'Scouts Guide to the Zombie Apocalypse', 'La grande bellezza', 'Movie 43', 'Black or White', 'Mother and Child', 'Le nom des gens', 'A Haunted House 2', 'Hardcore Henry']",0.10795065518446005,1.2902176324712318
revenge,32,"['tt1298650', 'tt2975590', 'tt2820852', 'tt1335975', 'tt1448755', 'tt1325004', 'tt2361317', 'tt1961175', 'tt5719748', 'tt1431045', 'tt6343314', 'tt0468492', 'tt1392214', 'tt1149361', 'tt2203939', 'tt1657507', 'tt2911666', 'tt0365907', 'tt6850820', 'tt0480255', 'tt0872230', 'tt0082118', 'tt4550098', 'tt1206543', 'tt2398231', 'tt4094724', 'tt1238834', 'tt6998518', 'tt4178092', 'tt7958736', 'tt6499752', 'tt1242432']","['Pirates of the Caribbean: On Stranger Tides', 'Batman v Superman: Dawn of Justice', 'Furious 7', '47 Ronin', 'Killer Elite', 'The Twilight Saga: Eclipse', 'Live by Night', 'American Assassin', 'Cold Pursuit', 'Deadpool', 'Creed II', 'The Host', 'Prisoners', 'Micmacs', 'The Other Woman', 'Colombiana', 'John Wick', 'A Walk Among the Tombstones', 'Peppermint', 'The Losers', 'My Soul to Take', 'Carnage', 'Nocturnal Animals', 'Out of the Furnace', 'The Homesman', 'The Purge: Election Year', 'Wuthering Heights', 'Mandy', 'The Gift', 'MA', 'Upgrade', 'I Spit on Your Grave']",0.81878055378977,2.4271450695374783
violence,32,"['tt4912910', 'tt5758778', 'tt0093870', 'tt4701182', 'tt1571234', 'tt3829266', 'tt2179136', 'tt1343727', 'tt1032751', 'tt4425200', 'tt1411250', 'tt3014866', 'tt6932244', 'tt2172934', 'tt0365907', 'tt1711018', 'tt2937898', 'tt3203528', 'tt5027774', 'tt5580036', 'tt0065895', 'tt3882082', 'tt4254584', 'tt7961060', 'tt4520364', 'tt0057212', 'tt1285009', 'tt6499752', 'tt3072482', 'tt1077262', 'tt2389182', 'tt1716760']","['Mission: Impossibleâ\x80\x94Fallout', 'Skyscraper', 'RoboCop', 'Bumblebee', 'Mortal Engines', 'The Predator', 'American Sniper', 'Dredd', ""The Warrior's Way"", 'John Wick: Chapter Two', 'Riddick', 'Criminal', 'Hanna', '3 Days to Kill', 'A Walk Among the Tombstones', 'Pain & Gain', 'A Most Violent Year', 'No Good Deed', 'Three Billboards Outside Ebbing, Missouri', 'I, Tonya', 'Les Intouchables', 'The Boy', 'Kicks', 'Dragon Ball Super: Broly', 'Morgan', 'JÃ»san-nin no shikaku', 'The Strangers: Prey at Night', 'Upgrade', 'Hardcore Henry', 'Ajami', 'Cheap Thrills', 'Raymond Did It']",0.7266739250964676,4.003288366939502
f rated,31,"['tt1571234', 'tt3289724', 'tt1586265', 'tt1415283', 'tt4073790', 'tt2261287', 'tt2848292', 'tt1405500', 'tt1425922', 'tt0493949', 'tt3077214', 'tt2910904', 'tt1699755', 'tt1017451', 'tt6423362', 'tt7137380', 'tt1371155', 'tt1226232', 'tt0842926', 'tt6107548', 'tt4383288', 'tt2347569', 'tt0878835', 'tt2414046', 'tt2035599', 'tt2910274', 'tt1130087', 'tt1726589', 'tt0843358', 'tt4238858', 'tt1742336']","['Mortal Engines', 'Welcome to Marwen', ""What to Expect When You're Expecting"", 'Nanny McPhee and the Big Bang', 'The Darkest Minds', 'Ballerina', 'Pitch Perfect 2', 'For Colored Girls', 'Black Nativity', 'Ramona and Beezus', 'Suffragette', 'The Dressmaker', 'Peeples', 'The Runaways', 'The Sun is Also a Star', 'Destroyer', 'Made in Dagenham', 'The Greatest', 'The Kids Are All Right', 'Late Night', 'Polina danser sa vie', 'Frances Ha', 'Please Give', 'Los insolitos peces gato', 'Pink Ribbons, Inc.', 'Obvious Child', '16 to Life', 'L!fe Happens', 'My Dog Tulip', 'The Fits', ""Your Sister's Sister""]",0.37169518463169726,1.554410513184771
male objectification,31,"['tt2381991', 'tt1103153', 'tt1469304', 'tt1232200', 'tt1126591', 'tt1570728', 'tt1666185', 'tt3522806', 'tt4501244', 'tt2304933', 'tt1292566', 'tt1632708', 'tt6359956', 'tt1411238', 'tt1666186', 'tt3960412', 'tt3760922', 'tt1620935', 'tt2268016', 'tt1045772', 'tt4832640', 'tt2937696', 'tt5074352', 'tt1666801', 'tt1800246', 'tt2402105', 'tt1869716', 'tt4667094', 'tt3787590', 'tt1758795', 'tt2723576']","['The Huntsman: Winterâ\x80\x99s War', 'Killers', 'Baywatch', ""That's My Boy"", 'Burlesque', 'Crazy, Stupid, Love', 'All Eyez on Me', 'Mechanic: Resurrection', 'Why Him?', 'The 5th Wave', 'How to be Single', 'Friends with Benefits', 'A Bad Moms Christmas', 'No Strings Attached', 'Vampires Suck', 'Popstar: Never Stop Never Stopping', 'My Big Fat Greek Wedding 2', 'Bleed for This', 'Magic Mike XXL', 'I Love You, Phillip Morris', 'Sultan', 'Everybody Wants Some', 'Dangal', 'The DUFF', 'That Awkward Moment', 'Dom Hemingway', 'The East', 'Fifty Shades of Black', 'We Are Your Friends', 'The To Do List', 'The Sleepwalker']",0.42938566237314346,2.934091196943094
mother son relationship,30,"['tt3874544', 'tt4302938', 'tt1086772', 'tt1462769', 'tt1694020', 'tt1415283', 'tt1547234', 'tt1053424', 'tt1226837', 'tt2239832', 'tt3210686', 'tt2543472', 'tt0889573', 'tt3170832', 'tt7545524', 'tt2436386', 'tt4981636', 'tt6472976', 'tt1640484', 'tt1637706', 'tt3216348', 'tt3612616', 'tt3181822', 'tt5114154', 'tt2321549', 'tt0111901', 'tt1440292', 'tt4975722', 'tt3742378', 'tt6288250']","['The Boss Baby', 'Kubo and the Two Strings', 'Blended', 'The Odd Life of Timothy Green', 'The Guilt Trip', 'Nanny McPhee and the Big Bang', 'Premium Rush', 'Repo Men', 'Beautiful Boy', 'Think Like a Man Too', 'Son of God', 'Wonder', 'The Switch', 'Room', 'Ben is Back', 'Project Almanac', 'Middle School: The Worst Years of My Life', 'Five Feet Apart', 'Jumping the Broom', 'Our Idiot Brother', 'Incarnate', 'Mommy', 'The Boy Next Door', 'Let There Be Light', 'The Babadook', 'Brotherly Love', 'Submarine', 'Moonlight', 'Que Horas Ela Volta?', 'Patti Cake$']",1.5794794976203599,3.8656709468527457
husband wife relationship,29,"['tt6565702', 'tt2267998', 'tt3263904', 'tt7401588', 'tt1053810', 'tt1800241', 'tt0763831', 'tt2704998', 'tt4682786', 'tt3014866', 'tt1204975', 'tt6063050', 'tt1730768', 'tt2547584', 'tt1477076', 'tt2980516', 'tt1428556', 'tt7784604', 'tt1876451', 'tt1791682', 'tt1801552', 'tt1230168', 'tt2229499', 'tt4178092', 'tt1839642', 'tt6107548', 'tt1151410', 'tt2400463', 'tt1366338']","['Dark Phoenix', 'Gone Girl', 'Sully', 'Instant Family', 'The Big Year', 'American Hustle', 'A Thousand Words', 'Game Night', 'Collateral Beauty', 'Criminal', 'Last Vegas', 'Acrimony', 'The Zookeeperâ\x80\x99s Wife', 'The Light Between Oceans', 'Saw 3D', 'The Theory of Everything', 'San qiang pai an jing qi', 'Hereditary', 'Sparkle', ""While We're Young"", 'Gotti', 'Same Kind of Different as Me', 'Don Jon', 'The Gift', 'The Face of Love', 'Late Night', 'Tanner Hall', 'The Invitation', 'Lowriders']",0.8749468850838368,2.150511376253992
character name as title,28,"['tt1351685', 'tt1001526', 'tt0448115', 'tt1781769', 'tt1486185', 'tt1712170', 'tt1904996', 'tt1583420', 'tt4463894', 'tt2103254', 'tt1551641', 'tt0466893', 'tt0117496', 'tt1194417', 'tt1235796', 'tt4832640', 'tt1876451', 'tt1935179', 'tt1470023', 'tt1472584', 'tt1289406', 'tt1281374', 'tt1629705', 'tt2893490', 'tt1303828', 'tt1509803', 'tt1480658', 'tt4266638']","['Jack the Giant Slayer', 'Megamind', 'Shazam!', 'Anna Karenina', 'Red Riding Hood', 'Alex Cross', 'Parker', 'Larry Crowne', 'Shaft', 'Tammy', 'Winnie Mandela', 'Margaret', 'Robinson Crusoe', 'Casino Jack', 'Ondine', 'Sultan', 'Sparkle', 'Mud', 'MacGruber', 'Max Steel', 'Harry Brown', 'Don McKay', 'Blackthorn', 'Manglehorn', 'Defendor', 'Griff the Invisible', 'Eddie: The Sleepwalking Cannibal', 'Krisha']",-0.16770900131836597,0.5987865114426096
female frontal nudity,28,"['tt0993846', 'tt0082198', 'tt2873282', 'tt0458481', 'tt1605630', 'tt1502404', 'tt1615065', 'tt2334871', 'tt2322441', 'tt1560747', 'tt1655460', 'tt0074285', 'tt2231253', 'tt1212450', 'tt0464154', 'tt4550098', 'tt1268799', 'tt1284575', 'tt1931533', 'tt1441395', 'tt3312830', 'tt1333125', 'tt1726669', 'tt1121977', 'tt1646974', 'tt0842926', 'tt1971352', 'tt3844362']","['The Wolf of Wall Street', 'Conan the Barbarian', 'Red Sparrow', 'Sin City: A Dame to Kill For', 'American Reunion', 'Drive Angry', 'Savages', 'Snatched', 'Fifty Shades of Grey', 'The Master', 'Wanderlust', 'Carrie', 'Wild Card', 'Lawless', 'Piranha 3D', 'Nocturnal Animals', 'A Very Harold & Kumar 3D Christmas', 'Bad Teacher', 'Seven Psychopaths', 'Under the Skin', 'Youth', 'Movie 43', 'Killer Joe', 'Mother and Child', 'Le nom des gens', 'The Kids Are All Right', 'Compliance', 'The Overnight']",0.31449167196579236,2.0315608551497815
love,27,"['tt2310332', 'tt1341188', 'tt0119282', 'tt1661199', 'tt5697572', 'tt2361317', 'tt1279935', 'tt1694020', 'tt6306064', 'tt2452244', 'tt1747958', 'tt1294226', 'tt0443543', 'tt1191111', 'tt1305583', 'tt7125860', 'tt1602620', 'tt2176013', 'tt1198101', 'tt5479616', 'tt2178470', 'tt1238834', 'tt1618430', 'tt2474024', 'tt2349460', 'tt1130087', 'tt0240200']","['The Hobbit: The Battle of the Five Armies', 'How Do You Know?', 'Hercules', 'Cinderella', 'Cats & Dogs: The Revenge of Kitty Galore', 'Live by Night', 'Date Night', 'The Guilt Trip', 'Adrift', 'Isnâ\x80\x99t it Romantic', 'Blood Ties', 'The Last Song', ""L'illusionniste"", 'Enter the Void', 'Our Family Wedding', 'If Beale Street Could Talk', 'Amour', 'Jab Tak Hai Jaan', 'Kites', 'Loving', 'Yeh Jawaani Hai Deewani', 'Wuthering Heights', 'Dum Maaro Dum', 'The Last Five Years', 'Grace Unplugged', '16 to Life', 'Water & Power']",-0.2498198196688393,0.7615467182043267
mother daughter relationship,27,"['tt1217209', 'tt5523010', 'tt2224026', 'tt2543164', 'tt2334871', 'tt1415283', 'tt1473832', 'tt1850457', 'tt5619332', 'tt1322269', 'tt4824302', 'tt2660806', 'tt4341582', 'tt7545524', 'tt5580036', 'tt4925292', 'tt7784604', 'tt1772288', 'tt1666801', 'tt2241676', 'tt6472976', 'tt3125324', 'tt7958736', 'tt3316960', 'tt0230600', 'tt4501454', 'tt2347569']","['Brave', 'The Nutcracker and the Four Realms', 'Home', 'Arrival', 'Snatched', 'Nanny McPhee and the Big Bang', 'Bridget Jonesâ\x80\x99s Baby', 'Sisters', 'Life of the Party', 'August: Osage County', 'Motherâ\x80\x99s Day', 'Mama', 'Queen of Katwe', 'Ben is Back', 'I, Tonya', 'Lady Bird', 'Hereditary', 'Danny Collins', 'The DUFF', 'Restless', 'Five Feet Apart', 'Beyond the Lights', 'MA', 'Still Alice', 'The Darkness', 'The Meddler', 'Frances Ha']",1.3150059994100696,2.993779973431617
dog,27,"['tt2357291', 'tt0983193', 'tt5113040', 'tt3470600', 'tt1621039', 'tt4244998', 'tt1392197', 'tt6146586', 'tt4425200', 'tt1430615', 'tt2704998', 'tt2911666', 'tt1753383', 'tt2872750', 'tt5314190', 'tt2023453', 'tt4587656', 'tt2380307', 'tt5719700', 'tt0466893', 'tt1730687', 'tt2918436', 'tt1637706', 'tt4695012', 'tt0461336', 'tt2076220', 'tt1874789']","['Rio 2', 'The Adventures of Tintin', 'The Secret Life of Pets 2', 'Sing', 'Free Birds', 'Alpha', 'Marmaduke', 'John Wick: Chapter 3 â\x80\x94 Parabellum', 'John Wick: Chapter Two', 'Big Miracle', 'Game Night', 'John Wick', 'A Dogâ\x80\x99s Purpose', 'Shaun the Sheep', 'Sgt. Stubby: An American Hero', 'Diary of a Wimpy Kid: Dog Days', 'The Star', 'Remember Me', 'Home Again', 'Margaret', 'Darling Companion', 'The Lazarus Effect', 'Our Idiot Brother', 'It Comes at Night', 'Salvando al Soldado Perez', 'Holy Motors', 'Supporting Characters']",0.5677462066874356,2.1306906257121616
police,27,"['tt2948356', 'tt1596343', 'tt0093870', 'tt1386588', 'tt3062096', 'tt1823672', 'tt1392214', 'tt1232829', 'tt1568338', 'tt4572514', 'tt2967224', 'tt4610748', 'tt1235522', 'tt1747958', 'tt1408253', 'tt0075488', 'tt2952602', 'tt3319920', 'tt1855199', 'tt1842530', 'tt1604171', 'tt1618430', 'tt2059171', 'tt1630036', 'tt0783532', 'tt1899353', 'tt1544600']","['Zootopia', 'Fast Five', 'RoboCop', 'The Other Guys', 'Inferno', 'Chappie', 'Prisoners', '21 Jump Street', 'Man on a Ledge', 'Patriots Day', 'Hot Pursuit', 'Abduction', 'Broken City', 'Blood Ties', 'Ride Along', 'CHiPS', 'Yi ge ren de wu lin', 'Regression', 'End of Watch', 'Unforgettable', 'Prom', 'Dum Maaro Dum', '13 Sins', 'Courageous', 'Jerusalema', 'Serbuan maut', 'The Grace Card']",1.1957247274846405,2.3399670740930887
high school,26,"['tt0087985', 'tt1489889', 'tt4877122', 'tt1648179', 'tt1650554', 'tt3401882', 'tt5580266', 'tt1414382', 'tt1659337', 'tt4183692', 'tt1706593', 'tt1625346', 'tt1247667', 'tt1878870', 'tt1666801', 'tt1282140', 'tt2582496', 'tt1242460', 'tt1691916', 'tt1645080', 'tt7014006', 'tt1763303', 'tt2479800', 'tt1015471', 'tt1865346', 'tt2309260']","['Red Dawn', 'Central Intelligence', 'The Emoji Movie', 'Here Comes the Boom', 'Kick-Ass 2', 'Fist Fight', 'The Hate U Give', 'You Again', 'The Perks of Being a Wallflower', 'Woodlawn', 'Chronicle', 'Young Adult', 'High School', 'The Edge of Seventeen', 'The DUFF', 'Easy A', 'Me and Earl and the Dying Girl', 'We Need to Talk About Kevin', 'Before I Fall', 'The Art of Getting By', 'Eighth Grade', 'The First Time', 'Palo Alto', 'The Sisterhood of Night', 'Detention of the Dead', 'The Gallows']",9.467879412443462,17.566648855854066
2010s,26,"['tt1673434', 'tt1606378', 'tt2974918', 'tt1615918', 'tt1564367', 'tt1690953', 'tt1496025', 'tt1325004', 'tt1389137', 'tt1648179', 'tt5360952', 'tt3450650', 'tt0387199', 'tt2364841', 'tt5114356', 'tt1787759', 'tt2609758', 'tt1742650', 'tt5325452', 'tt2215285', 'tt0795461', 'tt3541524', 'tt3276924', 'tt4396630', 'tt2378281', 'tt3614530']","['The Twilight Saga: Breaking Dawn, Part 1', 'A Good Day to Die Hard', 'Alvin and the Chipmunks: The Road Chip', 'Alvin and the Chipmunks: Chipwrecked', 'Just Go With It', 'Despicable Me 2', 'Underworld: Awakening', 'The Twilight Saga: Eclipse', 'We Bought a Zoo', 'Here Comes the Boom', 'The Hurricane Heist', 'Paul Blart: Mall Cop 2', 'Entourage', 'Runner Runner', 'Legion', ""Madea's Big Happy Family"", ""Tyler Perry's A Madea Christmas"", ""I Don't Know How She Does It"", 'Tyler Perryâ\x80\x99s Boo! A Madea Halloween', ""Tyler Perry's Madea's Witness Protection"", 'Scary Movie V', 'The Drop', 'Heist', 'Gifted', 'No se Aceptan Devoluciones', 'Jem and the Holograms']",0.9919683920545723,2.9192529869617987
supernatural power,26,"['tt0848228', 'tt1877832', 'tt4154664', 'tt2294629', 'tt0938283', 'tt1935859', 'tt2872732', 'tt0763831', 'tt1396484', 'tt4073790', 'tt1817771', 'tt5114356', 'tt1457767', 'tt0092240', 'tt1433822', 'tt1706593', 'tt3195644', 'tt2473510', 'tt3352390', 'tt4361050', 'tt4396630', 'tt1778304', 'tt2109184', 'tt2473682', 'tt2034139', 'tt1241226']","['The Avengers', 'X-Men: Days of Future Past', 'Captain Marvel', 'Frozen', 'The Last Airbender', 'Miss Peregrineâ\x80\x99s Home for Peculiar Children', 'Lucy', 'A Thousand Words', 'It', 'The Darkest Minds', 'Freaks of Nature', 'Legion', 'The Conjuring', 'Phantom', 'The Apparition', 'Chronicle', 'Insidious Chapter 3', 'Paranormal Activity: The Ghost Dimension', 'Friend Request', 'Ouija: Origin of Evil', 'Gifted', 'Paranormal Activity 3', 'Paranormal Activity 4', 'Paranormal Activity: The Marked Ones', 'The Last Exorcism Part II', 'Locker 13']",2.6533114440267465,7.561847384812875
marriage,26,"['tt1103153', 'tt0480687', 'tt1570728', 'tt1781769', 'tt1758830', 'tt1164999', 'tt1535438', 'tt1598822', 'tt0491203', 'tt0884732', 'tt1321860', 'tt2543472', 'tt1175709', 'tt1305583', 'tt1294213', 'tt2194499', 'tt1730687', 'tt2205401', 'tt1065073', 'tt1719071', 'tt2209418', 'tt1484522', 'tt2474024', 'tt1120985', 'tt0058414', 'tt6265828']","['Killers', 'Hall Pass', 'Crazy, Stupid, Love', 'Anna Karenina', 'This is 40', 'Biutiful', 'Hope Springs', 'New Yearâ\x80\x99s Eve', 'Tulip Fever', 'The Wedding Ringer', 'The Beaver', 'Wonder', 'All Good Things', 'Our Family Wedding', 'Solitary Man', 'About Time', 'Darling Companion', 'Addicted', 'Boyhood', 'Another Happy Day', 'Before Midnight', '8: The Mormon Proposition', 'The Last Five Years', 'Blue Valentine', 'Nothing But a Man', 'A Ghost Story']",1.3327760913834827,3.58790378680099
topless female nudity,25,"['tt0993846', 'tt1568346', 'tt0480687', 'tt3631112', 'tt2334871', 'tt1560747', 'tt1742334', 'tt1758810', 'tt2406566', 'tt2231253', 'tt2531344', 'tt1572315', 'tt1712261', 'tt1251757', 'tt1270262', 'tt1284575', 'tt2004420', 'tt7690670', 'tt1620935', 'tt0780504', 'tt2784678', 'tt2937696', 'tt0086465', 'tt3072482', 'tt2884206']","['The Wolf of Wall Street', 'The Girl with the Dragon Tattoo', 'Hall Pass', 'The Girl on the Train', 'Snatched', 'The Master', 'Sabotage', 'The Snowman', 'Atomic Blonde', 'Wild Card', 'Blockers', 'Texas Chainsaw 3D', 'Triple 9', 'Middle Men', ""The Devil's Double"", 'Bad Teacher', 'Neighbors', 'Superfly', 'Bleed for This', 'Drive', 'Top Five', 'Everybody Wants Some', 'Black or White', 'Hardcore Henry', 'I Origins']",0.6430312651414585,2.0501539540749705
alien,25,"['tt0401729', 'tt1440129', 'tt1409024', 'tt1133985', 'tt2660888', 'tt1631867', 'tt2224026', 'tt1731141', 'tt2283336', 'tt2316204', 'tt2120120', 'tt0765446', 'tt1424381', 'tt2304933', 'tt1817771', 'tt3922818', 'tt1441395', 'tt2183034', 'tt7424200', 'tt7752126', 'tt1179933', 'tt1519461', 'tt2910814', 'tt0088961', 'tt1470827']","['John Carter', 'Battleship', 'Men in Black 3', 'Green Lantern', 'Star Trek Beyond', 'Edge of Tomorrow', 'Home', ""Ender's Game"", 'Men in Black: International', 'Alien: Covenant', 'Pixels', 'Escape From Planet Earth', 'Predators', 'The 5th Wave', 'Freaks of Nature', 'The Space Between Us', 'Under the Skin', 'Earth to Echo', 'Teen Titans Go! To The Movies', 'BrightBurn', '10 Cloverfield Lane', 'Area 51', 'The Signal', 'Creature', 'Monsters']",0.38505502460427893,2.000059214602217
dystopia,24,"['tt1877832', 'tt0437086', 'tt1951266', 'tt1392190', 'tt1535108', 'tt1371111', 'tt1571234', 'tt1840309', 'tt4500922', 'tt0822847', 'tt1343727', 'tt6156584', 'tt1637688', 'tt1790864', 'tt1053424', 'tt0435651', 'tt5968394', 'tt1334260', 'tt1074206', 'tt1273221', 'tt2328813', 'tt3464902', 'tt6110648', 'tt6499752']","['X-Men: Days of Future Past', 'Alita: Battle Angel', 'The Hunger Games: Mockingjay - Part 2', 'Mad Max: Fury Road', 'Elysium', 'Cloud Atlas', 'Mortal Engines', 'Divergent', 'Maze Runner: The Death Cure', 'Priest', 'Dredd', 'Snowpiercer', 'In Time', 'The Maze Runner', 'Repo Men', 'The Giver', 'Captive State', 'Never Let Me Go', 'Le passÃ©', 'London Fields', 'Trudno byt bogom', 'The Lobster', 'The Purge', 'Upgrade']",0.8225026803773657,2.773092062353129
teenager,23,"['tt2245084', 'tt1951264', 'tt1620680', 'tt1538403', 'tt0468492', 'tt0087538', 'tt1588173', 'tt0087277', 'tt1321860', 'tt2582846', 'tt2436386', 'tt7424200', 'tt6423362', 'tt4981636', 'tt5340300', 'tt6472976', 'tt1691916', 'tt1529572', 'tt7014006', 'tt2479800', 'tt1907639', 'tt1130087', 'tt1684628']","['Big Hero 6', 'The Hunger Games: Catching Fire', 'A Wrinkle in Time', 'The Mortal Instruments: City of Bones', 'The Host', 'The Karate Kid', 'Warm Bodies', 'Footloose', 'The Beaver', 'The Fault in Our Stars', 'Project Almanac', 'Teen Titans Go! To The Movies', 'The Sun is Also a Star', 'Middle School: The Worst Years of My Life', 'Lean on Pete', 'Five Feet Apart', 'Before I Fall', 'Trust', 'Eighth Grade', 'Palo Alto', 'Hardflip', '16 to Life', 'Circumstance']",1.214474645386081,2.996864525819764
based on comic book,23,"['tt2395427', 'tt3498820', 'tt2975590', 'tt0848228', 'tt0770828', 'tt1825683', 'tt3501632', 'tt3385516', 'tt4154664', 'tt2250912', 'tt1386697', 'tt2015381', 'tt1228705', 'tt0458339', 'tt3949660', 'tt5095030', 'tt0790736', 'tt1502712', 'tt5463162', 'tt4116284', 'tt0822847', 'tt5114356', 'tt4396630']","['Avengers: Age of Ultron', 'Captain America: Civil War', 'Batman v Superman: Dawn of Justice', 'The Avengers', 'Man of Steel', 'Black Panther', 'Thor: Ragnarok', 'X-Men: Apocalypse', 'Captain Marvel', 'Spider-Man: Homecoming', 'Suicide Squad', 'Guardians of the Galaxy', 'Iron Man 2', 'Captain America: The First Avenger', 'Teenage Mutant Ninja Turtles: Out of the Shadows', 'Ant-Man and the Wasp', 'R.I.P.D.', 'Fantastic Four', 'Deadpool 2', 'The Lego Batman Movie', 'Priest', 'Legion', 'Gifted']",0.7180790026889348,2.9985762446925954
nudity,23,"['tt0480687', 'tt1502404', 'tt0376136', 'tt1231587', 'tt1259528', 'tt1423894', 'tt1726592', 'tt4651520', 'tt1572315', 'tt0815236', 'tt1251757', 'tt1270262', 'tt1284575', 'tt1727776', 'tt1860213', 'tt1411664', 'tt1800246', 'tt2402105', 'tt2328813', 'tt1869716', 'tt3230082', 'tt2768766', 'tt1714210']","['Hall Pass', 'Drive Angry', 'The Rum Diary', 'Hot Tub Time Machine', 'Den of Thieves', ""Barney's Version"", 'Before I Go to Sleep', 'Bad Moms', 'Texas Chainsaw 3D', ""She's Out of My League"", 'Middle Men', ""The Devil's Double"", 'Bad Teacher', 'Scouts Guide to the Zombie Apocalypse', 'Dirty Grandpa', 'Bucky Larson: Born to Be a Star', 'That Awkward Moment', 'Dom Hemingway', 'Trudno byt bogom', 'The East', 'La chambre bleue', 'Faith Connections', 'Weekend']",0.254972930087273,1.6666532129265004
assassin,22,"['tt1843866', 'tt1194173', 'tt2094766', 'tt4196776', 'tt0790724', 'tt3393786', 'tt5719748', 'tt2179136', 'tt0455944', 'tt0472399', 'tt1032751', 'tt6146586', 'tt2140479', 'tt1657507', 'tt3522806', 'tt1712170', 'tt2679042', 'tt6932244', 'tt6421110', 'tt0968264', 'tt1506999', 'tt1235189']","['Captain America: The Winter Soldier', 'The Bourne Legacy', 'Assassinâ\x80\x99s Creed', 'Jason Bourne', 'Jack Reacher', 'Jack Reacher: Never Go Back', 'Cold Pursuit', 'American Sniper', 'The Equalizer', 'The Mechanic', ""The Warrior's Way"", 'John Wick: Chapter 3 â\x80\x94 Parabellum', 'The Accountant', 'Colombiana', 'Mechanic: Resurrection', 'Alex Cross', 'Hitman: Agent 47', 'Hanna', 'Proud Mary', 'The Conspirator', 'Haywire', 'Wild Target']",0.25630777230865326,1.6384505384780494
