,0,1,2,3,4,5,6,7,8,9
tt2528814,God's Not Dead,2014,PG,1h 53min,['Drama'],21 March 2014,USA,4.7,,
tt1899353,The Raid: Redemption,2011,R,1h 41min,"['Action', 'Thriller']",13 April 2012,USA,7.6,,
tt1534085,Beyond the Black Rainbow,2010,R,1h 50min,"['Horror', 'Sci-Fi', 'Thriller']",22 April 2011,USA,6.1,,
tt2723576,The Sleepwalker,2014,Not Rated,1h 31min,['Drama'],21 November 2014,USA,4.9,,
tt1560985,The Devil Inside,2012,R,1h 23min,['Horror'],6 January 2012,USA,4.2,,
tt3713166,Unfriended,2014,R,1h 23min,"['Horror', 'Mystery', 'Thriller']",17 April 2015,USA,5.5,,
tt1853739,You're Next,2011,R,1h 35min,"['Horror', 'Mystery', 'Thriller']",23 August 2013,USA,6.6,,
tt1991245,Chernobyl Diaries,2012,R,1h 26min,"['Horror', 'Mystery', 'Thriller']",25 May 2012,USA,5.0,,
tt3766394,"Hello, My Name Is Doris",2015,R,1h 30min,"['Comedy', 'Drama', 'Romance']",1 April 2016,USA,6.6,,
tt1120985,Blue Valentine,2010,R,1h 52min,"['Drama', 'Romance']",28 January 2011,USA,7.4,,
tt4761916,Unfriended: Dark Web,2018,R,1h 32min,"['Horror', 'Mystery', 'Thriller']",20 July 2018,USA,5.9,,
tt2403021,The Green Inferno,2013,R,1h 40min,"['Adventure', 'Horror']",25 September 2015,USA,5.3,,
tt5804038,I Am Not Your Negro,2016,PG-13,1h 33min,['Documentary'],17 February 2017,USA,7.9,,
tt1866249,The Sessions,2012,R,1h 35min,"['Biography', 'Comedy', 'Drama']",16 November 2012,USA,7.2,,
tt1720182,October Baby,2011,PG-13,1h 47min,['Drama'],12 April 2013,Spain,6.7,,
tt1571249,The Skeleton Twins,2014,R,1h 33min,"['Comedy', 'Drama', 'Romance']",11 September 2014,New Zealand,6.8,,
tt2396566,Twenty Feet from Stardom,2013,PG-13,1h 31min,"['Documentary', 'Biography', 'Music']",26 July 2013,USA,7.4,,
tt6322922,An Inconvenient Sequel: Truth to Power,2017,PG,1h 38min,['Documentary'],4 August 2017,USA,6.4,,
tt2910274,Obvious Child,2014,R,1h 24min,"['Comedy', 'Drama', 'Romance']",29 August 2014,UK,6.8,,
tt1441326,Martha Marcy May Marlene,2011,R,1h 42min,"['Drama', 'Mystery', 'Thriller']",21 December 2011,Sweden,6.9,,
tt5598102,Faces Places,2017,PG,1h 34min,['Documentary'],28 June 2017,France,7.9,,
tt6288250,Patti Cake$,2017,R,1h 49min,"['Drama', 'Music']",18 August 2017,USA,6.8,,
tt2479800,Palo Alto,2013,R,1h 40min,['Drama'],9 May 2014,USA,6.2,,
tt1077262,Ajami,2009,Not Rated,2h 4min,"['Crime', 'Drama']",17 September 2009,Israel,7.3,,
tt0082517,History of the World: Part I,1981,R,1h 32min,"['Comedy', 'History', 'Musical']",12 June 1981,USA,6.9,,
tt2304459,23 Blast,2014,PG-13,1h 38min,"['Drama', 'Family', 'Sport']",24 October 2014,USA,6.5,,
tt2375605,The Act of Killing,2012,Not Rated,1h 57min,"['Documentary', 'Biography', 'Crime']",8 November 2012,Denmark,8.2,,
tt2884206,I Origins,2014,R,1h 46min,"['Drama', 'Romance', 'Sci-Fi']",19 September 2014,South Africa,7.4,,
tt2361700,Antarctica: A Year on Ice,2013,PG,1h 31min,"['Documentary', 'Adventure', 'Biography']",28 November 2014,USA,7.6,,
tt2400463,The Invitation,2015,Not Rated,1h 40min,"['Drama', 'Mystery', 'Thriller']",8 April 2016,USA,6.6,,
tt3214286,A Lego Brickumentary,2014,G,1h 33min,['Documentary'],31 July 2015,USA,6.8,,
tt1907639,Hardflip,2012,PG-13,1h 52min,"['Action', 'Drama']",1 June 2012,USA,5.6,,
tt3277624,Creative Control,2015,R,1h 37min,"['Drama', 'Sci-Fi']",11 March 2016,USA,5.4,,
tt1334553,The Perfect Host,2010,R,1h 33min,"['Comedy', 'Crime', 'Thriller']",7 May 2011,Japan,6.8,,
tt3145220,Hits,2014,1h 36min,"Comedy, 
Drama",['21 January 2014 (USA)'],1h 36min,"Comedy, 
Drama",21 January 2014 (USA),5.8,
tt1130087,16 to Life,2009,Not Rated,1h 29min,"['Comedy', 'Romance']",3 September 2010,USA,6.3,,
tt2994190,Camp X-Ray,2014,R,1h 57min,"['Drama', 'War']",17 October 2014,USA,6.9,,
tt1015471,The Sisterhood of Night,2014,PG-13,1h 44min,"['Drama', 'Mystery', 'Thriller']",18 October 2014,USA,6.2,,
tt0867270,Childless,2008,R,1h 30min,['Drama'],3 April 2015,USA,5.6,,
tt1726589,Life Happens,2011,R,1h 40min,['Comedy'],13 April 2012,USA,5.6,,
tt1366338,Lowriders,2016,PG-13,1h 38min,"['Adventure', 'Crime', 'Drama']",28 April 2017,UK,5.6,,
tt2334649,Fruitvale Station,2013,R,1h 25min,"['Biography', 'Crime', 'Drama']",26 July 2013,USA,7.5,,
tt4191580,Meet the Blacks,2016,R,1h 34min,"['Comedy', 'Horror']",1 April 2016,USA,4.8,,
tt1684628,Circumstance,2011,R,1h 47min,['Drama'],8 February 2012,France,5.8,,
tt1769363,The Giant Mechanical Man,2012,PG-13,1h 34min,"['Comedy', 'Drama', 'Romance']",27 April 2012,USA,6.7,,
tt1935902,The Brass Teapot,2012,R,1h 41min,"['Comedy', 'Fantasy', 'Thriller']",15 April 2013,USA,6.4,,
tt1996264,"For a Good Time, Call...",2012,R,1h 25min,['Comedy'],2 November 2012,UK,6.0,,
tt2311428,Windsor Drive,2015,Not Rated,1h 30min,"['Mystery', 'Thriller']",28 August 2015,USA,3.0,,
tt1405365,Celeste & Jesse Forever,2012,R,1h 32min,"['Comedy', 'Drama', 'Romance']",24 August 2012,Taiwan,6.6,,
tt1832382,A Separation,2011,PG-13,2h 3min,['Drama'],16 March 2011,Iran,8.3,,
tt3569356,Not Cool,2014,Not Rated,1h 33min,"['Comedy', 'Drama', 'Romance']",19 September 2014,USA,4.1,,
tt1788391,Kill List,2011,Not Rated,1h 35min,"['Action', 'Crime', 'Horror']",2 September 2011,UK,6.4,,
tt1999192,Kevin Hart: Laugh at My Pain,2011,R,1h 29min,"['Documentary', 'Comedy']",27 April 2012,UK,7.4,,
tt1862079,Safety Not Guaranteed,2012,R,1h 26min,"['Comedy', 'Drama', 'Romance']",18 October 2012,Australia,7.0,,
tt1594562,The Innkeepers,2011,R,1h 41min,"['Drama', 'Horror', 'Mystery']",8 March 2012,Denmark,5.4,,
tt0065571,The Conformist,1970,R,1h 53min,['Drama'],21 March 1971,USA,8.0,,
tt5990474,Columbus,2017,Not Rated,1h 40min,['Drama'],4 August 2017,USA,7.2,,
tt2187884,Escape from Tomorrow,2013,Not Rated,1h 30min,"['Drama', 'Fantasy', 'Horror']",19 July 2014,Japan,5.1,,
tt10177850,That Way Madness Lies,,"Short, 
Sci-Fi","Short, 
Sci-Fi",,,,,,
tt0240200,Water,2005,PG-13,1h 57min,['Drama'],26 May 2006,USA,7.7,,
tt1950135,Drunk Wedding,2015,R,1h 21min,['Comedy'],22 May 2015,USA,4.6,,
tt1981703,The Harvest/La Cosecha,2011,1h 20min,Documentary,['14 April 2011 (USA)'],1h 20min,Documentary,14 April 2011 (USA),7.1,
tt2768766,Faith Connections,2013,Not Rated,1h 55min,"['Documentary', 'Biography', 'Drama']",30 July 2014,France,7.5,,
tt1270286,To Save a Life,2009,PG-13,2h,['Drama'],11 November 2010,South Korea,6.9,,
tt1976608,Sholem Aleichem: Laughing in the Darkness,2011,Unrated,1h 33min,['Documentary'],8 July 2011,USA,6.9,,
tt2265398,Drinking Buddies,2013,R,1h 30min,"['Comedy', 'Drama', 'Romance']",25 July 2013,USA,6.1,,
tt1470827,Monsters,2010,R,1h 34min,"['Adventure', 'Drama', 'Romance']",3 December 2010,UK,6.4,,
tt2654360,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,Not Rated,1h 28min,['Documentary'],4 October 2012,USA,7.1,,
tt1606829,The Other Dream Team,2012,Not Rated,1h 29min,"['Documentary', 'Sport']",28 September 2012,USA,8.4,,
tt3183630,The Boy and the World,2013,PG,1h 20min,"['Animation', 'Adventure', 'Family']",17 January 2014,Brazil,7.6,,
tt1612774,Rubber,2010,R,1h 22min,"['Comedy', 'Fantasy', 'Horror']",10 November 2010,France,5.8,,
tt0489212,The Living Wake,2007,PG-13,1h 31min,['Comedy'],8 June 2007,USA,6.3,,
tt2246526,Born to Fly: Elizabeth Streb vs. Gravity,2014,Not Rated,1h 22min,"['Documentary', 'Action', 'Biography']",21 September 2014,Norway,6.7,,
tt1865346,Detention of the Dead,2012,Not Rated,1h 27min,"['Action', 'Adventure', 'Comedy']",27 April 2012,USA,4.5,,
tt2924392,Higher Power,2018,R,1h 33min,"['Action', 'Sci-Fi', 'Thriller']",11 May 2018,USA,4.8,,
tt3457376,Censored Voices,2015,Not Rated,1h 24min,"['Documentary', 'History']",4 June 2015,Israel,7.4,,
tt0382330,As It Is in Heaven,2004,Not Rated,2h 13min,"['Comedy', 'Drama', 'Music']",3 September 2004,Sweden,7.5,,
tt2359024,Blue Ruin,2013,R,1h 30min,"['Crime', 'Drama', 'Thriller']",9 July 2014,France,7.1,,
tt1560957,I Want Your Money,2010,PG,1h 32min,['Documentary'],15 October 2010,USA,4.7,,
tt0843358,My Dog Tulip,2009,Not Rated,1h 23min,"['Animation', 'Drama']",6 May 2011,UK,6.8,,
tt1379182,Dogtooth,2009,Not Rated,1h 37min,"['Drama', 'Thriller']",11 November 2009,Greece,7.3,,
tt1314190,3 Backyards,2010,R,1h 28min,['Drama'],2010,USA,5.0,,
tt0058414,Nothing But a Man,1964,Not Rated,1h 35min,"['Drama', 'Romance']",19 September 1964,USA,8.0,,
tt1241226,Locker 13,2014,R,1h 30min,['Thriller'],28 March 2014,USA,4.8,,
tt2912776,The Looking Glass,2015,1h 50min,"Drama, 
Music",['27 August 2015 (USA)'],1h 50min,"Drama, 
Music",27 August 2015 (USA),5.9,
tt1971352,Compliance,2012,R,1h 30min,"['Crime', 'Drama', 'Thriller']",26 September 2012,France,6.4,,
tt4573516,Sleight,2016,R,1h 29min,"['Drama', 'Sci-Fi']",28 April 2017,USA,5.9,,
tt1758692,Like Crazy,2011,PG-13,1h 26min,"['Drama', 'Romance']",27 January 2012,UK,6.7,,
tt2292959,The Canyons,2013,R,1h 39min,"['Drama', 'Thriller']",2 August 2013,USA,3.8,,
tt1997621,NightLights,2014,R,1h 37min,['Drama'],15 August 2014,USA,7.8,,
tt1258197,Exam,2009,Not Rated,1h 41min,"['Mystery', 'Thriller']",17 June 2010,Hong Kong,6.8,,
tt8009314,Burn,2019,R,1h 28min,['Thriller'],23 August 2019,USA,5.7,,
tt1544600,The Grace Card,2010,PG-13,1h 41min,['Drama'],25 February 2011,USA,6.4,,
tt3844362,The Overnight,2015,R,1h 19min,"['Comedy', 'Mystery']",19 June 2015,USA,6.1,,
tt1032817,Middle of Nowhere,2008,R,1h 35min,"['Comedy', 'Drama', 'Romance']",13 July 2010,USA,6.5,,
tt0048452,Ordet,1955,Not Rated,2h 6min,['Drama'],10 January 1955,Denmark,8.3,,
tt1714210,Weekend,2011,Not Rated,1h 37min,"['Drama', 'Romance']",4 November 2011,UK,7.6,,
tt2421956,Butterfly Girl,2014,Not Rated,1h 18min,['Documentary'],10 March 2014,USA,8.3,,
tt1549572,Another Earth,2011,PG-13,1h 32min,"['Drama', 'Romance', 'Sci-Fi']",12 October 2011,France,7.0,,
tt1822311,Sparrows Dance,2012,Not Rated,1h 21min,"['Comedy', 'Drama', 'Romance']",23 August 2013,USA,6.7,,
tt4238858,The Fits,2015,Not Rated,1h 12min,"['Drama', 'Music']",11 January 2017,France,6.7,,
tt2780714,Antarctic Edge: 70° South,2015,Not Rated,1h 12min,"['Documentary', 'Adventure']",June 2015,USA,6.8,,
tt4219836,Top Spin,2014,Not Rated,1h 20min,['Documentary'],15 November 2014,USA,6.9,,
tt1748207,Sound of My Voice,2011,R,1h 25min,"['Drama', 'Mystery', 'Sci-Fi']",3 August 2012,UK,6.6,,
tt1742336,Your Sister's Sister,2011,R,1h 30min,"['Comedy', 'Drama', 'Romance']",29 June 2012,UK,6.7,,
tt2309260,The Gallows,2015,R,1h 21min,"['Horror', 'Mystery', 'Sci-Fi']",10 July 2015,USA,4.2,,
tt6265828,A Ghost Story,2017,R,1h 32min,"['Drama', 'Fantasy', 'Romance']",27 July 2017,Australia,6.9,,
tt2389182,Cheap Thrills,2013,Not Rated,1h 28min,"['Comedy', 'Crime', 'Drama']",21 March 2014,USA,6.7,,
tt3072636,The Past is a Grotesque Animal,2014,Unrated,1h 17min,"['Documentary', 'Biography', 'Music']",16 June 2014,USA,7.2,,
tt3157318,Dawn of the Crescent Moon,2014,Not Rated,1h 35min,"['Drama', 'Sci-Fi', 'Thriller']",28 July 2015,USA,5.0,,
tt0424205,Joyeux Noel,2005,PG-13,1h 56min,"['Drama', 'History', 'Music']",9 November 2005,France,7.7,,
tt1874789,Supporting Characters,2012,Not Rated,1h 27min,['Comedy'],25 January 2013,USA,6.3,,
tt1570989,Tiny Furniture,2010,Not Rated,1h 38min,"['Comedy', 'Drama', 'Romance']",30 March 2012,UK,6.2,,
tt4462082,Counting,2015,Not Rated,1h 51min,['Documentary'],31 July 2015,USA,5.9,,
tt1294161,The Exploding Girl,2009,Unrated,1h 19min,['Drama'],6 May 2010,Germany,6.3,,
tt1716760,Raymond Did It,2011,Unrated,1h 23min,['Horror'],11 February 2011,USA,3.1,,
tt4266638,Krisha,2015,R,1h 23min,['Drama'],18 March 2016,USA,7.2,,
tt1489167,Down Terrace,2009,R,1h 29min,"['Crime', 'Drama']",15 October 2010,USA,6.5,,
tt0057840,The Americanization of Emily,1964,Approved,1h 55min,"['Comedy', 'Drama', 'Romance']",27 October 1964,USA,7.3,,
tt1247644,Breaking Upwards,2009,TV-MA,1h 28min,['Romance'],14 March 2009,USA,6.2,,
tt1880418,Newlyweds,2011,Not Rated,1h 35min,"['Comedy', 'Drama']",26 December 2011,USA,6.3,,
